From	To
Q9UI26	IPO11
Q96FC9	DDX11
Q9H5X1	CIAO2A
P23511	NFYA
Q9HCT0	FGF22
Q9H841	NIPAL2
Q86T13	CLEC14A
Q9BZM6	ULBP1
O14662	STX16
Q8IWE4	DCUN1D3
Q8IVH8	MAP4K3
Q8IZE3	SCYL3
P0C6A0	ZGLP1
Q99436	PSMB7
Q5UCC4	EMC10
Q9H9A7	RMI1
Q9Y697	NFS1
Q9P055	JKAMP
A0A075B6W5	TRAV23DV6
Q5JT82	KLF17
O75140	DEPDC5
O15427	SLC16A3
Q03431	PTH1R
Q5TZF3	ANKRD45
A6NDG6	PGP
Q8NB49	ATP11C
Q86TG1	TMEM150A
Q9NVH1	DNAJC11
Q56P03	EAPP
Q7Z7K6	CENPV
Q9NZ42	PSENEN
P62952	BLCAP
P49959	MRE11
P07099	EPHX1
O95180	CACNA1H
Q6P575	GUSBP11
P30532	CHRNA5
Q9BPZ3	PAIP2
Q8NHP8	PLBD2
O75129	ASTN2
Q9H9V9	JMJD4
Q8N812	C12orf76
Q9BYC2	OXCT2
O00748	CES2
Q8TAD4	SLC30A5
Q9NZI7	UBP1
Q92625	ANKS1A
Q02246	CNTN2
O00148	DDX39A
Q9UIV1	CNOT7
Q9NZP6	NPAP1
Q6P9G0	CYB5D1
O00716	E2F3
Q8N9W5	DNAAF3
Q9Y6J0	CABIN1
Q96SJ8	TSPAN18
Q13066	GAGE2B
Q13066	GAGE2C
P68400	CSNK2A1
Q8NEJ0	DUSP18
Q9HB71	CACYBP
P56937	HSD17B7
Q96LW4	PRIMPOL
Q02094	RHAG
Q8TF63	DCANP1
Q15029	EFTUD2
Q96JY0	MAEL
Q12981	BNIP1
O43822	CFAP410
Q9BV29	CCDC32
Q8IZI9	IFNL3
Q96RD6	PANX2
P20138	CD33
Q9GIP4	SLC7A5P2
Q52LD8	RFTN2
Q8TAL6	FIBIN
Q6UX07	DHRS13
Q9P215	POGK
Q9UK10	ZNF225
P60153	RNASE9
Q8WVD5	RNF141
Q86XX4	FRAS1
Q6UW88	EPGN
Q8WWH4	ASZ1
P42575	CASP2
Q969Q4	ARL11
P09884	POLA1
P78412	IRX6
Q5XKR4	OTP
Q15517	CDSN
Q9UHM6	OPN4
Q9UPU9	SAMD4A
Q96SL8	FIZ1
Q7Z4Q2	HEATR3
P30740	SERPINB1
P29084	GTF2E2
P51671	CCL11
Q96BY6	DOCK10
Q9NTW7	ZFP64
Q9UIU6	SIX4
Q6P161	MRPL54
Q96DA0	ZG16B
Q9H295	DCSTAMP
Q96CB5	C8orf44
P30837	ALDH1B1
P62841	RPS15
Q06187	BTK
Q9BSA4	TTYH2
O43639	NCK2
Q9HC73	CRLF2
Q9H6S3	EPS8L2
Q49AG3	ZBED5
Q8TCY5	MRAP
Q8NC42	RNF149
Q2MV58	TCTN1
O00337	SLC28A1
Q9NVN8	GNL3L
Q9NWV8	BABAM1
P16619	CCL3L1
P16619	CCL3L3
Q53EL9	SEZ6
O95411	MYO18A
Q8IYB8	SUPV3L1
P28799	GRN
O75173	ADAMTS4
Q9NR50	EIF2B3
Q70J99	UNC13D
Q9HB31	SEBOX
P07602	PSAP
Q9H0K1	SIK2
Q9NPI8	FANCF
P46089	GPR3
Q92925	SMARCD2
Q9UIM3	FKBPL
Q9BX10	GTPBP2
Q92526	CCT6B
P01160	NPPA
P13646	KRT13
Q15057	ACAP2
Q96AX1	VPS33A
P0C7M8	CLEC2L
Q7Z478	DHX29
O75592	MYCBP2
P17676	CEBPB
Q9H147	DNTTIP1
P49767	VEGFC
Q5EBL8	PDZD11
P55899	FCGRT
Q5HYA8	TMEM67
Q12926	ELAVL2
A6NFY7	SDHAF1
P02766	TTR
P15941	MUC1
P52294	KPNA1
Q9Y394	DHRS7
Q9BW92	TARS2
Q14549	GBX1
Q6NTE8	MRNIP
Q6Y7W6	GIGYF2
O75015	FCGR3B
Q14232	EIF2B1
Q6ZP65	BICDL1
A6NI03	TRIM64B
Q9UHD1	CHORDC1
Q8NGT0	OR13C9
Q9BWW8	APOL6
P14151	SELL
Q96QE3	ATAD5
Q86UY5	FAM83A
Q9BZQ2	SHCBP1L
Q9Y5L4	TIMM13
Q92997	DVL3
Q96IR2	ZNF845
Q9BYD9	ACTRT3
Q8NI32	LYPD6B
O95169	NDUFB8
Q7Z3F1	GPR155
Q6UX65	DRAM2
Q14952	KIR2DS3
Q9NY46	SCN3A
P63146	UBE2B
A0PJW6	TMEM223
P02768	ALB
Q9Y5I0	PCDHA13
Q96T59	CDRT15
Q13304	GPR17
O75324	SNN
Q8TCW9	PROKR1
P52907	CAPZA1
Q8IWB7	WDFY1
O95867	LY6G6C
Q9HCE7	SMURF1
O15375	SLC16A5
P42773	CDKN2C
A0A0K0K1D8	TRBV6-1
O15305	PMM2
Q9Y2G5	POFUT2
Q6ZT21	TMPPE
Q9Y2Y1	POLR3K
Q8NHU3	SGMS2
Q86YH6	PDSS2
Q7L2Z9	CENPQ
Q9H0C2	SLC25A31
Q9Y5G3	PCDHGB1
Q14582	MXD4
P06731	CEACAM5
P03999	OPN1SW
Q5SW24	DACT2
P38405	GNAL
P43681	CHRNA4
Q8TEH3	DENND1A
Q9BS40	LXN
Q9Y666	SLC12A7
Q15323	KRT31
Q12979	ABR
Q8NDV3	SMC1B
Q9ULL4	PLXNB3
O43405	COCH
P36639	NUDT1
Q86Y79	PTRH1
Q6NYC8	PPP1R18
Q9BXG8	SPZ1
Q9Y5P2	CSAG2
Q9Y5P2	CSAG3
Q8TF21	ANKRD24
Q9UH62	ARMCX3
Q69YN4	VIRMA
P62070	RRAS2
Q86Y33	CDC20B
Q92979	EMG1
Q6PI97	HOATZ
A0A075B6R0	TRGV2
Q9NPI0	TMEM138
O00602	FCN1
Q13946	PDE7A
Q9BXU9	CALN1
Q5VTE6	ANGEL2
Q99943	AGPAT1
Q86XK2	FBXO11
P16581	SELE
Q9NVV4	MTPAP
O95980	RECK
Q96DU7	ITPKC
A0A0A0MT70	TRBJ2-6
P78504	JAG1
Q14432	PDE3A
Q5MIZ7	PPP4R3B
Q9ULR0	ISY1
P01008	SERPINC1
Q6UB35	MTHFD1L
Q8TE82	SH3TC1
Q9H4T2	ZSCAN16
P19438	TNFRSF1A
Q96EG1	ARSG
Q8N4T0	CPA6
P41214	EIF2D
P10747	CD28
A5D6W6	FITM1
Q8TBH0	ARRDC2
O43692	PI15
Q8WXF3	RLN3
P42898	MTHFR
Q13393	PLD1
Q14643	ITPR1
Q8TD10	MIPOL1
Q9UBQ6	EXTL2
Q13433	SLC39A6
Q66K79	CPZ
Q07960	ARHGAP1
Q96F15	GIMAP5
Q08345	DDR1
Q9H871	RMND5A
Q9NPF2	CHST11
Q99062	CSF3R
Q9P253	VPS18
Q9Y5H5	PCDHA9
Q8NCY6	MSANTD4
Q9Y385	UBE2J1
Q6UXY8	TMC5
Q96J42	TXNDC15
P61353	RPL27
Q06889	EGR3
Q96IV0	NGLY1
O14531	DPYSL4
P23508	MCC
Q96NL0	RUNDC3B
Q9UBC1	NFKBIL1
Q9P2B4	CTTNBP2NL
P17861	XBP1
Q15906	VPS72
Q01718	MC2R
Q9UPQ4	TRIM35
Q9H2L5	RASSF4
Q9H9V4	RNF122
Q96QK1	VPS35
Q13402	MYO7A
Q92934	BAD
O75843	AP1G2
Q9BQM9	C20orf144
O00300	TNFRSF11B
Q96GM8	TOE1
O95379	TNFAIP8
P23443	RPS6KB1
Q9NRA0	SPHK2
Q93050	ATP6V0A1
Q96NI8	ZNF570
Q8N8R3	SLC25A29
P31415	CASQ1
P46782	RPS5
Q9Y4L5	RNF115
Q9HAN9	NMNAT1
Q92688	ANP32B
Q5ST30	VARS2
Q15078	CDK5R1
O60806	TBX19
Q96Q04	LMTK3
Q96B86	RGMA
Q6ZNL6	FGD5
Q86SU0	ILDR1
P15514	AREG
P78524	DENND2B
Q96A23	CPNE4
O75093	SLIT1
Q15198	PDGFRL
P29016	CD1B
Q8N5H7	SH2D3C
Q6IBW4	NCAPH2
Q9H270	VPS11
Q6UXV4	APOOL
P48645	NMU
Q99650	OSMR
Q5VYS4	MEDAG
A5YM72	CARNS1
Q9ULP9	TBC1D24
Q99613	EIF3C
Q96FX8	PERP
Q96S37	SLC22A12
A0A539	TRBV4-2
P25874	UCP1
Q7Z340	ZNF551
A6QL64	ANKRD36
Q9UPN3	MACF1
Q96HA7	TONSL
Q70SY1	CREB3L2
Q13201	MMRN1
Q9P270	SLAIN2
Q8IUK8	CBLN2
Q86T90	KIAA1328
Q96CK0	ZNF653
P36544	CHRNA7
Q562F6	SGO2
Q9UKT5	FBXO4
Q6P988	NOTUM
Q58WW2	DCAF6
A6NCS4	NKX2-6
Q96PN8	TSSK3
O15516	CLOCK
Q9UBU8	MORF4L1
Q9BZE0	GLIS2
Q8WWX0	ASB5
Q9P2U7	SLC17A7
Q13233	MAP3K1
Q9UP38	FZD1
P24311	COX7B
P08670	VIM
Q12929	EPS8
O60936	NOL3
A6ND36	FAM83G
O15511	ARPC5
Q8N5V2	NGEF
Q96N21	TEPSIN
Q9BWQ8	FAIM2
Q96S59	RANBP9
Q9Y646	CPQ
Q7Z4L0	COX8C
A5D8V7	ODAD3
O75901	RASSF9
Q9H9C1	VIPAS39
Q709F0	ACAD11
Q96RR1	TWNK
P49903	SEPHS1
A6NGB9	WIPF3
Q8N2N9	ANKRD36B
Q86X55	CARM1
O43272	PRODH
Q9Y2B5	VPS9D1
Q8WXS4	TMEM37
O95274	LYPD3
P50749	RASSF2
Q04446	GBE1
Q5HYI7	MTX3
P09871	C1S
P01282	VIP
Q86XE0	SNX32
Q9UPQ8	DOLK
Q9BZC1	CELF4
Q02846	GUCY2D
Q16534	HLF
O95361	TRIM16
P55011	SLC12A2
Q8WYN0	ATG4A
Q8IUX4	APOBEC3F
Q9NQW7	XPNPEP1
P09327	VIL1
P23471	PTPRZ1
O60336	MAPKBP1
Q92575	UBXN4
A8K855	EFCAB7
Q9GZQ8	MAP1LC3B
Q5JU85	IQSEC2
Q8NEX5	WFDC9
P14543	NID1
Q9NYA1	SPHK1
Q9H091	ZMYND15
Q9BQ67	GRWD1
Q6UWP8	SBSN
Q9BXW3	SNHG12
Q9P2F9	ZNF319
Q96FZ2	HMCES
P48556	PSMD8
Q9UM22	EPDR1
O43151	TET3
Q8NDB6	FAM156A
Q8NDB6	FAM156B
Q9Y5H6	PCDHA8
P62079	TSPAN5
Q6NVY1	HIBCH
P32455	GBP1
Q9NV29	TMEM100
P11831	SRF
Q07890	SOS2
Q03933	HSF2
Q9BRF8	CPPED1
Q9UBD5	ORC3
Q969M1	TOMM40L
Q5TC79	ZBTB37
P19387	POLR2C
Q01860	POU5F1
O94842	TOX4
Q9NRH1	YAE1
Q96K17	BTF3L4
P78369	CLDN10
P46821	MAP1B
P56703	WNT3
Q03013	GSTM4
Q8N184	ZNF567
P62380	TBPL1
Q13330	MTA1
Q9NYW5	TAS2R4
Q6Q4G3	LVRN
P58546	MTPN
Q9NS93	TM7SF3
P15336	ATF2
P53420	COL4A4
A6NMK7	CPSF4L
Q6ZUS6	CCDC149
Q9HBV1	POPDC3
Q96QH2	PRAM1
Q14980	NUMA1
Q9UP95	SLC12A4
P0DPK4	NOTCH2NLC
Q99640	PKMYT1
P09960	LTA4H
Q9C0B7	TANGO6
P06703	S100A6
Q11201	ST3GAL1
Q07001	CHRND
Q86Z02	HIPK1
Q96GA3	LTV1
Q96AZ1	EEF1AKMT3
Q9BRK3	MXRA8
Q8WXA3	RUFY2
Q9NWX5	ASB6
Q96MV8	ZDHHC15
Q9Y467	SALL2
O76074	PDE5A
Q93074	MED12
Q9HCS4	TCF7L1
Q9BUV0	RSRP1
Q92784	DPF3
Q9H422	HIPK3
Q2M3W8	ZNF181
Q96HD9	ACY3
O60269	GPRIN2
Q2M385	MPEG1
A6NHL2	TUBAL3
O15389	SIGLEC5
Q15365	PCBP1
Q8TCS8	PNPT1
Q9BX26	SYCP2
Q9BZ67	FRMD8
Q14541	HNF4G
Q16600	ZNF239
P0DPF3	NBPF9
P98160	HSPG2
Q86YL5	TDRP
Q9UK17	KCND3
Q08289	CACNB2
Q8NCN2	ZBTB34
Q9BQ89	FAM110A
Q9NYV6	RRN3
Q9NRG7	SDR39U1
O14683	TP53I11
P02808	STATH
Q9H3K2	GHITM
A6NHC0	CAPN8
Q8IX07	ZFPM1
Q9UHK0	NUFIP1
Q8NFR7	CCDC148
P35475	IDUA
Q9Y462	ZNF711
Q9UG56	PISD
Q969U6	FBXW5
Q8TAD2	IL17D
Q24JP5	TMEM132A
Q04837	SSBP1
Q9BW27	NUP85
Q9NQS7	INCENP
Q9UJK0	TSR3
P09936	UCHL1
O95164	UBL3
Q6NVU6	UFSP1
Q9P2G3	KLHL14
P49798	RGS4
Q9HC56	PCDH9
Q9Y5E2	PCDHB7
Q5BKY9	FAM133B
O14986	PIP5K1B
Q5XX13	FBXW10
Q6ULP2	AFTPH
Q9NRX1	PNO1
Q3B7I2	CNPY1
P48742	LHX1
P18075	BMP7
Q8WZ55	BSND
Q9NZF1	PLAC8
P52954	LBX1
O95264	HTR3B
A6NFZ4	FAM24A
Q4ADV7	RIC1
P24903	CYP2F1
Q9Y4K0	LOXL2
Q9ULI1	NWD2
P05413	FABP3
Q7KZF4	SND1
O76039	CDKL5
Q52M93	ZNF585B
Q13796	SHROOM2
Q9C019	TRIM15
P05026	ATP1B1
F8VTS6	RFPL4AL1
Q6NUM6	TYW1B
Q8IZL9	CDK20
C9JLW8	MCRIP1
Q15843	NEDD8
P78545	ELF3
Q16873	LTC4S
Q8WWI1	LMO7
A6NIV6	LRRIQ4
Q9P2W1	PSMC3IP
P23458	JAK1
P50897	PPT1
P50151	GNG10
Q63ZY6	NSUN5P2
P67870	CSNK2B
Q9Y566	SHANK1
Q9UBR5	CKLF
Q9C0K1	SLC39A8
P18627	LAG3
Q9H6D7	HAUS4
Q9UIJ5	ZDHHC2
O75019	LILRA1
P27482	CALML3
P15090	FABP4
Q01081	U2AF1
P54851	EMP2
O75937	DNAJC8
Q8NEL0	CCDC54
Q07954	LRP1
Q6UXN8	CLEC9A
Q86VZ5	SGMS1
Q71H61	ILDR2
Q9H568	ACTL8
Q16445	GABRA6
P62263	RPS14
Q9NQX3	GPHN
Q14331	FRG1
Q53FD0	ZC2HC1C
Q9BRR8	GPATCH1
Q8WW59	SPRYD4
Q8WW62	TMED6
Q9BRC7	PLCD4
O96009	NAPSA
A0A0A0MTA4	TRBJ2-5
Q8TCG1	CIP2A
Q9Y4K1	CRYBG1
Q9UET6	FTSJ1
Q08623	PUDP
Q5BKU9	OXLD1
Q96S97	MYADM
Q8IZT6	ASPM
O60896	RAMP3
Q9UKX5	ITGA11
Q8IZ57	NRSN1
Q8TAC2	JOSD2
Q5T0J3	C1orf220
Q9NYL4	FKBP11
Q9UI12	ATP6V1H
P11532	DMD
Q68CZ2	TNS3
P27469	G0S2
P00450	CP
Q9UQB3	CTNND2
P40225	THPO
Q8NFR3	SPTSSB
P54368	OAZ1
P20711	DDC
Q9BXR0	QTRT1
Q8IWV1	LAX1
Q9H009	NACA2
Q5TKA1	LIN9
Q96A65	EXOC4
P78426	NKX6-1
Q9Y3U8	RPL36
P49286	MTNR1B
P31249	HOXD3
Q9BSE2	TMEM79
C9J302	C4orf51
Q9Y2D8	SSX2IP
Q9NTG7	SIRT3
Q9UBT2	UBA2
Q8N268	LINC02910
Q86UB2	BIVM
O14639	ABLIM1
Q7Z7M0	MEGF8
Q86UP3	ZFHX4
Q5T7W0	ZNF618
Q9HCP6	HHATL
Q7L266	ASRGL1
P11233	RALA
Q8NAA4	ATG16L2
O15525	MAFG
P40429	RPL13A
Q9Y6M1	IGF2BP2
P01570	IFNA14
P48547	KCNC1
Q14190	SIM2
P22061	PCMT1
Q9H790	EXO5
Q969S9	GFM2
Q6RFH5	WDR74
Q9NQX4	MYO5C
Q16531	DDB1
P11161	EGR2
Q01658	DR1
P30304	CDC25A
P27338	MAOB
Q13506	NAB1
Q8NFT6	DBF4B
O15519	CFLAR
Q4KMG9	TMEM52B
P01298	PPY
Q9BSY4	CHCHD5
Q12907	LMAN2
Q99547	MPHOSPH6
Q9HCE1	MOV10
Q9Y2Z4	YARS2
A5YM69	ARHGEF35
Q8TF62	ATP8B4
Q6NSJ5	LRRC8E
Q9UNA4	POLI
Q86SG2	ANKRD23
P26196	DDX6
P48751	SLC4A3
Q8NCQ5	FBXO15
Q6XLA1	CASC2
Q9BZQ4	NMNAT2
P14649	MYL6B
O96001	PPP1R17
Q9NYZ2	SLC25A37
Q6P9A2	GALNT18
Q9NW64	RBM22
Q13326	SGCG
P32297	CHRNA3
P02585	TNNC2
Q5T442	GJC2
Q9P2K9	DISP3
O95633	FSTL3
Q8NFU3	TSTD1
P28838	LAP3
P22003	BMP5
Q9BYX2	TBC1D2
Q14330	GPR18
P55854	SUMO3
Q7Z7F7	MRPL55
Q9Y2E8	SLC9A8
Q6AI08	HEATR6
Q6QNK2	ADGRD1
P46063	RECQL
Q96A83	COL26A1
Q9UBN7	HDAC6
O43295	SRGAP3
Q9HAW7	UGT1A7
O75608	LYPLA1
P11766	ADH5
Q14687	GSE1
Q99619	SPSB2
Q8TBE0	BAHD1
Q14112	NID2
Q4KWH8	PLCH1
Q12908	SLC10A2
Q04828	AKR1C1
Q7Z698	SPRED2
P51003	PAPOLA
Q9H299	SH3BGRL3
P27361	MAPK3
Q14966	ZNF638
Q9NPR2	SEMA4B
O95343	SIX3
Q9UIL4	KIF25
Q9BZZ5	API5
C9JLR9	ZFTA
P10767	FGF6
Q9NRW4	DUSP22
P41594	GRM5
P50120	RBP2
Q9UKN5	PRDM4
Q9NVR2	INTS10
Q5T6V5	QNG1
Q8IWU6	SULF1
Q14831	GRM7
P62750	RPL23A
Q6PI78	TMEM65
O94760	DDAH1
Q9H427	KCNK15
Q16222	UAP1
Q16288	NTRK3
Q86UN3	RTN4RL2
Q9Y5K8	ATP6V1D
Q9H425	C1orf198
Q6ZUF6	LINC00336
Q9C075	KRT23
Q9H4L7	SMARCAD1
Q9Y2T4	PPP2R2C
P59797	SELENOV
A2RUR9	CCDC144A
Q5HYK7	SH3D19
P28331	NDUFS1
Q9GZV7	HAPLN2
Q3MIW9	MUCL3
Q8IZ81	ELMOD2
Q9C029	TRIM7
A6NMB9	FIGNL2
Q8NCL4	GALNT6
B4DJY2	TMEM233
Q8N1D0	SLC22A18AS
Q9UL52	TMPRSS11E
Q8N328	PGBD3
O14770	MEIS2
Q8N365	CIART
Q96R45	OR2A7
Q9UK13	ZNF221
E0CX11	STMP1
Q96SY0	INTS14
Q9Y5G9	PCDHGA4
P14210	HGF
P02778	CXCL10
Q6NY19	KANK3
Q9Y6N7	ROBO1
Q9UJF2	RASAL2
Q5T9S5	CCDC18
Q9NZV5	SELENON
P78540	ARG2
Q6ZUM4	ARHGAP27
P12318	FCGR2A
P20813	CYP2B6
P21399	ACO1
Q7Z5A9	TAFA1
Q9HBT6	CDH20
Q15424	SAFB
Q9H8J5	MANSC1
Q03135	CAV1
Q6YI46	TMEM64
Q8WY41	NANOS1
P38936	CDKN1A
Q9BRX8	PRXL2A
Q8NBZ0	INO80E
Q96DY2	IQCD
Q8NGS9	OR13C2
Q76B58	BRINP3
O15492	RGS16
Q8TCE6	DENND10
Q15545	TAF7
P20853	CYP2A7
P04049	RAF1
Q96LB0	MRGPRX3
P08195	SLC3A2
Q7Z7H8	MRPL10
Q9NRQ5	SMCO4
Q8WWV3	RTN4IP1
Q9NR96	TLR9
Q96N95	ZNF396
A5D8V6	VPS37C
Q15434	RBMS2
Q7Z5L3	C1QL2
O43414	ERI3
Q86TX2	ACOT1
Q9BXH1	BBC3
P49137	MAPKAPK2
Q99683	MAP3K5
Q16589	CCNG2
Q9UGJ0	PRKAG2
Q99708	RBBP8
A8MVS5	HIDE1
Q7Z4H4	ADM2
Q9Y6G5	COMMD10
Q01344	IL5RA
Q9H079	KATNBL1
P48651	PTDSS1
P62487	POLR2G
P0DPF4	TRAV35
Q9NY43	BARHL2
Q8IX01	SUGP2
Q29980	MICB
O95150	TNFSF15
O95371	OR2C1
Q92935	EXTL1
P05113	IL5
Q9Y2L6	FRMD4B
Q5T686	AVPI1
O75603	GCM2
Q69YQ0	SPECC1L
Q86YH2	ZNF280B
Q5VT06	CEP350
E5RQL4	FTCDNL1
P35712	SOX6
P11474	ESRRA
P52333	JAK3
P15170	GSPT1
Q9P2M4	TBC1D14
Q9Y662	HS3ST3B1
A3KFT3	OR2M5
O00139	KIF2A
Q9Y6E0	STK24
Q03112	MECOM
Q8NEB9	PIK3C3
Q9HCC6	HES4
Q9NRP4	SDHAF3
Q9NZ32	ACTR10
Q5TGY3	AHDC1
Q13118	KLF10
Q16609	LPAL2
Q12765	SCRN1
Q9C0C7	AMBRA1
Q9H0W8	SMG9
Q6GPH6	ITPRIPL1
Q9NR55	BATF3
Q9ULZ9	MMP17
O43765	SGTA
Q96IJ6	GMPPA
Q13838	DDX39B
Q9BV97	ZNF747
P22492	H1-6
Q9P2D1	CHD7
Q9Y6N5	SQOR
Q14188	TFDP2
O14939	PLD2
P35241	RDX
Q9H1J1	UPF3A
Q16610	ECM1
P20648	ATP4A
Q8N7H1	LINC01465
P12872	MLN
P28069	POU1F1
Q9UKV5	AMFR
Q14191	WRN
Q8IVW1	ARL17A
Q8IVW1	ARL17B
P11217	PYGM
Q8TBZ8	ZNF564
Q6PD74	AAGAB
Q15619	OR1C1
P49908	SELENOP
P07498	CSN3
Q8IU68	TMC8
Q8TEV9	SMCR8
P22033	MMUT
Q9BQI4	CCDC3
Q9BY12	SCAPER
Q16877	PFKFB4
P02679	FGG
Q9H1Y3	OPN3
Q9Y6C9	MTCH2
Q04844	CHRNE
Q9NZ38	IDI2-AS1
P36382	GJA5
Q13324	CRHR2
Q9Y2W7	KCNIP3
P08173	CHRM4
P20962	PTMS
P62906	RPL10A
Q9NP59	SLC40A1
O15550	KDM6A
Q8N393	ZNF786
Q9Y342	PLLP
Q99519	NEU1
Q14994	NR1I3
P30049	ATP5F1D
Q8WV41	SNX33
Q96K83	ZNF521
O75474	FRAT2
P51884	LUM
P10075	GLI4
P49281	SLC11A2
Q8IUH3	RBM45
O14949	UQCRQ
Q96KN4	LRATD1
Q9NZJ6	COQ3
Q86VK4	ZNF410
Q5T5P2	KIAA1217
P28289	TMOD1
Q8WWB3	DYDC1
Q9NQ38	SPINK5
O43657	TSPAN6
P15121	AKR1B1
Q96K80	ZC3H10
P43357	MAGEA3
Q9GZP4	PITHD1
A8MTZ0	BBIP1
Q32MK0	MYLK3
O95998	IL18BP
P57737	CORO7
A0A075B6K6	IGLV4-3
Q96QG7	MTMR9
Q9H7X0	NAA60
Q86WB7	UNC93A
A6NMZ2	SNTN
Q96P20	NLRP3
A1A5B4	ANO9
Q765I0	UTS2B
Q9NTI2	ATP8A2
P51959	CCNG1
Q8WWH5	TRUB1
P01909	HLA-DQA1
P63211	GNGT1
P28347	TEAD1
O94806	PRKD3
Q9BYV7	BCO2
Q96P09	BIRC8
P61278	SST
Q9BUN8	DERL1
Q8NAM6	ZSCAN4
P61218	POLR2F
Q14957	GRIN2C
Q9Y6R4	MAP3K4
Q4V339	ZNG1F
O95336	PGLS
Q9UL18	AGO1
Q9NUV7	SPTLC3
P09919	CSF3
Q3KR16	PLEKHG6
Q8N998	CCDC89
Q63HK3	ZKSCAN2
Q9Y6K5	OAS3
P01036	CST4
P13498	CYBA
P55289	CDH12
O15016	TRIM66
O00451	GFRA2
Q8TCY9	URGCP
O94913	PCF11
O95342	ABCB11
A6NMT0	DBX1
Q9P2S6	ANKMY1
Q05193	DNM1
Q9NS56	TOPORS
Q8NA54	IQUB
Q3YBR2	TBRG1
P0DP57	SLURP2
Q969K4	ABTB1
Q5T0J7	TEX35
O43559	FRS3
B3EWG6	FAM25G
P08579	SNRPB2
Q6P3X3	TTC27
Q9HAY2	MAGEF1
Q15835	GRK1
P61978	HNRNPK
P63252	KCNJ2
P59510	ADAMTS20
Q0ZGT2	NEXN
Q92698	RAD54L
Q15911	ZFHX3
Q9HAU5	UPF2
O75787	ATP6AP2
Q8TAP6	CEP76
Q9HAT8	PELI2
Q5FWF7	FBXO48
P17014	ZNF12
P41732	TSPAN7
P80098	CCL7
Q9H4H8	FAM83D
Q13541	EIF4EBP1
P24071	FCAR
Q6Y1H2	HACD2
P17035	ZNF28
Q9Y3E1	HDGFL3
Q53G44	IFI44L
Q9P296	C5AR2
Q9H0J4	QRICH2
Q6P0A1	FAM180B
Q9HB90	RRAGC
Q6DJT9	PLAG1
Q9NVN3	RIC8B
Q8N4U5	TCP11L2
Q12769	NUP160
P15559	NQO1
P02745	C1QA
P05452	CLEC3B
Q9NVV5	AIG1
Q9H649	NSUN3
Q6NXG1	ESRP1
Q96RY7	IFT140
O95782	AP2A1
Q9GZU7	CTDSP1
Q86VI4	LAPTM4B
Q9NUQ2	AGPAT5
P61962	DCAF7
Q9UM07	PADI4
Q6PI73	LILRA6
P20701	ITGAL
Q96DF8	ESS2
Q00978	IRF9
Q14108	SCARB2
Q14002	CEACAM7
P01569	IFNA5
O43760	SYNGR2
Q04721	NOTCH2
Q92879	CELF1
Q9UI33	SCN11A
Q9NRK6	ABCB10
Q9NYR8	RDH8
Q8IZJ3	CPAMD8
P17027	ZNF23
Q9HCI5	MAGEE1
Q9H3L0	MMADHC
O75449	KATNA1
P40121	CAPG
O00198	HRK
Q01650	SLC7A5
P24158	PRTN3
Q96IZ2	ADTRP
Q14512	FGFBP1
P08476	INHBA
O15457	MSH4
P09493	TPM1
Q5VTY9	HHAT
Q6ZMH5	SLC39A5
O43264	ZW10
Q9BYE2	TMPRSS13
Q8IWB9	TEX2
O43813	LANCL1
Q8N9B5	JMY
P55774	CCL18
Q9UKK6	NXT1
Q9GZV5	WWTR1
Q2TB10	ZNF800
Q96HE8	TMEM80
Q9BQ95	ECSIT
P01258	CALCA
F7VJQ1	PRNP
Q9UBK8	MTRR
Q9UHP6	RSPH14
P25090	FPR2
Q15646	OASL
Q5JRA6	MIA3
P09455	RBP1
P10619	CTSA
Q86X10	RALGAPB
Q9BXJ0	C1QTNF5
P01571	IFNA17
Q92817	EVPL
P13945	ADRB3
Q92911	SLC5A5
O75191	XYLB
P58417	NXPH1
Q9NQC1	JADE2
P04114	APOB
Q9BX46	RBM24
Q96MW7	TIGD1
P24588	AKAP5
Q86W54	SPATA24
Q96AA8	JAKMIP2
O15118	NPC1
Q96HJ9	FMC1
Q8WW43	APH1B
Q8N2U0	TMEM256
Q86VX9	MON1A
Q86Y37	CACUL1
Q00973	B4GALNT1
Q9Y3R0	GRIP1
Q16236	NFE2L2
Q9BUW7	BBLN
Q8NGZ9	OR2T10
O94919	ENDOD1
O60687	SRPX2
P27987	ITPKB
Q99973	TEP1
A2RRH5	WDR27
Q13387	MAPK8IP2
Q9NUM3	SLC39A9
P06729	CD2
Q9C0H5	ARHGAP39
P17844	DDX5
Q9BR61	ACBD6
P52657	GTF2A2
Q9UPG8	PLAGL2
Q8IVK1	GLYCAM1
Q9UNQ2	DIMT1
Q9HBQ8	GOLGA2P5
Q5T3J3	LRIF1
P35218	CA5A
Q9BPW4	APOL4
Q06732	ZNF33B
Q9HCU0	CD248
P07199	CENPB
O43240	KLK10
Q5T1N1	AKNAD1
Q9Y5X5	NPFFR2
Q8TBR4	STAG3L4
Q9H0X9	OSBPL5
Q8WUB8	PHF10
P63096	GNAI1
Q9HAH1	ZNF556
O43248	HOXC11
Q9GZV9	FGF23
Q96QK8	SMIM14
P29728	OAS2
O95997	PTTG1
Q6ZP68	ATP11AUN
Q16553	LY6E
P14324	FDPS
Q8WUZ0	BCL7C
Q8WW35	DYNLT2B
